"Team 1","Team 2","Team 3",Overall
"Cleveland Browns","Indianapolis Colts","Los Angeles Chargers",91.56
"Cleveland Browns","Indianapolis Colts","Los Angeles Rams",91.80
"Cleveland Browns","Indianapolis Colts","Miami Dolphins",92.53
"Cleveland Browns","Indianapolis Colts","Minnesota Vikings",91.63
"Cleveland Browns","Indianapolis Colts","New England Patriots",92.08
"Cleveland Browns","Indianapolis Colts","New Orleans Saints",92.00
"Cleveland Browns","Indianapolis Colts","New York Giants",91.94
"Cleveland Browns","Indianapolis Colts","New York Jets",91.73
"Cleveland Browns","Indianapolis Colts","Philadelphia Eagles",92.39
"Cleveland Browns","Indianapolis Colts","Pittsburgh Steelers",92.10
"Cleveland Browns","Indianapolis Colts","San Francisco 49ers",92.54
"Cleveland Browns","Indianapolis Colts","Seattle Seahawks",91.91
"Cleveland Browns","Indianapolis Colts","Tampa Bay Buccaneers",92.19
"Cleveland Browns","Indianapolis Colts","Tennessee Titans",92.44
"Cleveland Browns","Indianapolis Colts","Washington Commanders",92.30
"Cleveland Browns","Jacksonville Jaguars","Kansas City Chiefs",91.61
"Cleveland Browns","Jacksonville Jaguars","Las Vegas Raiders",91.71
"Cleveland Browns","Jacksonville Jaguars","Los Angeles Chargers",91.08
"Cleveland Browns","Jacksonville Jaguars","Los Angeles Rams",91.37
"Cleveland Browns","Jacksonville Jaguars","Miami Dolphins",92.08
"Cleveland Browns","Jacksonville Jaguars","Minnesota Vikings",91.37
"Cleveland Browns","Jacksonville Jaguars","New England Patriots",91.20
"Cleveland Browns","Jacksonville Jaguars","New Orleans Saints",91.69
"Cleveland Browns","Jacksonville Jaguars","New York Giants",91.62
"Cleveland Browns","Jacksonville Jaguars","New York Jets",91.42
"Cleveland Browns","Jacksonville Jaguars","Philadelphia Eagles",91.54
"Cleveland Browns","Jacksonville Jaguars","Pittsburgh Steelers",91.65
"Cleveland Browns","Jacksonville Jaguars","San Francisco 49ers",92.40
"Cleveland Browns","Jacksonville Jaguars","Seattle Seahawks",91.33
"Cleveland Browns","Jacksonville Jaguars","Tampa Bay Buccaneers",91.70
"Cleveland Browns","Jacksonville Jaguars","Tennessee Titans",91.56
"Cleveland Browns","Jacksonville Jaguars","Washington Commanders",91.93
"Cleveland Browns","Kansas City Chiefs","Las Vegas Raiders",92.11
"Cleveland Browns","Kansas City Chiefs","Los Angeles Chargers",91.75
"Cleveland Browns","Kansas City Chiefs","Los Angeles Rams",92.14
"Cleveland Browns","Kansas City Chiefs","Miami Dolphins",92.29
"Cleveland Browns","Kansas City Chiefs","Minnesota Vikings",91.76
"Cleveland Browns","Kansas City Chiefs","New England Patriots",91.95
"Cleveland Browns","Kansas City Chiefs","New Orleans Saints",91.49
"Cleveland Browns","Kansas City Chiefs","New York Giants",92.00
"Cleveland Browns","Kansas City Chiefs","New York Jets",91.82
"Cleveland Browns","Kansas City Chiefs","Philadelphia Eagles",92.39
"Cleveland Browns","Kansas City Chiefs","Pittsburgh Steelers",91.95
"Cleveland Browns","Kansas City Chiefs","San Francisco 49ers",92.53
"Cleveland Browns","Kansas City Chiefs","Seattle Seahawks",91.82
"Cleveland Browns","Kansas City Chiefs","Tampa Bay Buccaneers",91.86
"Cleveland Browns","Kansas City Chiefs","Tennessee Titans",92.41
"Cleveland Browns","Kansas City Chiefs","Washington Commanders",92.19
"Cleveland Browns","Las Vegas Raiders","Los Angeles Chargers",91.70
"Cleveland Browns","Las Vegas Raiders","Los Angeles Rams",92.12
"Cleveland Browns","Las Vegas Raiders","Miami Dolphins",92.46
"Cleveland Browns","Las Vegas Raiders","Minnesota Vikings",91.88
"Cleveland Browns","Las Vegas Raiders","New England Patriots",92.15
"Cleveland Browns","Las Vegas Raiders","New Orleans Saints",92.22
"Cleveland Browns","Las Vegas Raiders","New York Giants",92.22
"Cleveland Browns","Las Vegas Raiders","New York Jets",92.03
"Cleveland Browns","Las Vegas Raiders","Philadelphia Eagles",92.42
"Cleveland Browns","Las Vegas Raiders","Pittsburgh Steelers",92.15
"Cleveland Browns","Las Vegas Raiders","San Francisco 49ers",92.64
"Cleveland Browns","Las Vegas Raiders","Seattle Seahawks",91.77
"Cleveland Browns","Las Vegas Raiders","Tampa Bay Buccaneers",92.05
"Cleveland Browns","Las Vegas Raiders","Tennessee Titans",92.27
"Cleveland Browns","Las Vegas Raiders","Washington Commanders",92.27
"Cleveland Browns","Los Angeles Chargers","Los Angeles Rams",91.56
"Cleveland Browns","Los Angeles Chargers","Miami Dolphins",92.14
"Cleveland Browns","Los Angeles Chargers","Minnesota Vikings",91.36
"Cleveland Browns","Los Angeles Chargers","New England Patriots",91.44
"Cleveland Browns","Los Angeles Chargers","New Orleans Saints",91.76
"Cleveland Browns","Los Angeles Chargers","New York Giants",91.54
"Cleveland Browns","Los Angeles Chargers","New York Jets",91.39
"Cleveland Browns","Los Angeles Chargers","Philadelphia Eagles",91.80
"Cleveland Browns","Los Angeles Chargers","Pittsburgh Steelers",91.82
"Cleveland Browns","Los Angeles Chargers","San Francisco 49ers",92.41
"Cleveland Browns","Los Angeles Chargers","Seattle Seahawks",91.29
"Cleveland Browns","Los Angeles Chargers","Tampa Bay Buccaneers",91.61
"Cleveland Browns","Los Angeles Chargers","Tennessee Titans",91.69
"Cleveland Browns","Los Angeles Chargers","Washington Commanders",91.90
"Cleveland Browns","Los Angeles Rams","Miami Dolphins",92.43
"Cleveland Browns","Los Angeles Rams","Minnesota Vikings",91.78
"Cleveland Browns","Los Angeles Rams","New England Patriots",91.76
"Cleveland Browns","Los Angeles Rams","New Orleans Saints",92.01
"Cleveland Browns","Los Angeles Rams","New York Giants",91.96
"Cleveland Browns","Los Angeles Rams","New York Jets",91.61
"Cleveland Browns","Los Angeles Rams","Philadelphia Eagles",91.98
"Cleveland Browns","Los Angeles Rams","Pittsburgh Steelers",92.03
"Cleveland Browns","Los Angeles Rams","San Francisco 49ers",92.77
"Cleveland Browns","Los Angeles Rams","Seattle Seahawks",91.80
"Cleveland Browns","Los Angeles Rams","Tampa Bay Buccaneers",92.10
"Cleveland Browns","Los Angeles Rams","Tennessee Titans",92.07
"Cleveland Browns","Los Angeles Rams","Washington Commanders",92.14
"Cleveland Browns","Miami Dolphins","Minnesota Vikings",92.36
"Cleveland Browns","Miami Dolphins","New England Patriots",92.36
"Cleveland Browns","Miami Dolphins","New Orleans Saints",92.37
"Cleveland Browns","Miami Dolphins","New York Giants",92.26
"Cleveland Browns","Miami Dolphins","New York Jets",92.26
"Cleveland Browns","Miami Dolphins","Philadelphia Eagles",92.54
"Cleveland Browns","Miami Dolphins","Pittsburgh Steelers",92.35
"Cleveland Browns","Miami Dolphins","San Francisco 49ers",92.77
"Cleveland Browns","Miami Dolphins","Seattle Seahawks",92.08
"Cleveland Browns","Miami Dolphins","Tampa Bay Buccaneers",92.29
"Cleveland Browns","Miami Dolphins","Tennessee Titans",92.62
"Cleveland Browns","Miami Dolphins","Washington Commanders",92.49
"Cleveland Browns","Minnesota Vikings","New England Patriots",91.53
"Cleveland Browns","Minnesota Vikings","New Orleans Saints",91.84
"Cleveland Browns","Minnesota Vikings","New York Giants",91.79
"Cleveland Browns","Minnesota Vikings","New York Jets",91.60
"Cleveland Browns","Minnesota Vikings","Philadelphia Eagles",91.97
"Cleveland Browns","Minnesota Vikings","Pittsburgh Steelers",91.90
"Cleveland Browns","Minnesota Vikings","San Francisco 49ers",92.35
"Cleveland Browns","Minnesota Vikings","Seattle Seahawks",91.55
"Cleveland Browns","Minnesota Vikings","Tampa Bay Buccaneers",91.85
"Cleveland Browns","Minnesota Vikings","Tennessee Titans",91.89
"Cleveland Browns","Minnesota Vikings","Washington Commanders",92.10
"Cleveland Browns","New England Patriots","New Orleans Saints",92.01
"Cleveland Browns","New England Patriots","New York Giants",91.89
"Cleveland Browns","New England Patriots","New York Jets",91.68
"Cleveland Browns","New England Patriots","Philadelphia Eagles",92.54
"Cleveland Browns","New England Patriots","Pittsburgh Steelers",92.05
"Cleveland Browns","New England Patriots","San Francisco 49ers",92.42
"Cleveland Browns","New England Patriots","Seattle Seahawks",91.71
"Cleveland Browns","New England Patriots","Tampa Bay Buccaneers",91.88
"Cleveland Browns","New England Patriots","Tennessee Titans",92.52
"Cleveland Browns","New England Patriots","Washington Commanders",92.29
"Cleveland Browns","New Orleans Saints","New York Giants",91.90
"Cleveland Browns","New Orleans Saints","New York Jets",91.61
"Cleveland Browns","New Orleans Saints","Philadelphia Eagles",92.28
"Cleveland Browns","New Orleans Saints","Pittsburgh Steelers",91.99
"Cleveland Browns","New Orleans Saints","San Francisco 49ers",92.57
"Cleveland Browns","New Orleans Saints","Seattle Seahawks",91.74
"Cleveland Browns","New Orleans Saints","Tampa Bay Buccaneers",91.99
"Cleveland Browns","New Orleans Saints","Tennessee Titans",92.29
"Cleveland Browns","New Orleans Saints","Washington Commanders",92.13
"Cleveland Browns","New York Giants","New York Jets",91.46
"Cleveland Browns","New York Giants","Philadelphia Eagles",92.05
"Cleveland Browns","New York Giants","Pittsburgh Steelers",92.10
"Cleveland Browns","New York Giants","San Francisco 49ers",92.55
"Cleveland Browns","New York Giants","Seattle Seahawks",91.72
"Cleveland Browns","New York Giants","Tampa Bay Buccaneers",92.00
"Cleveland Browns","New York Giants","Tennessee Titans",92.12
"Cleveland Browns","New York Giants","Washington Commanders",92.21
"Cleveland Browns","New York Jets","Philadelphia Eagles",91.99
"Cleveland Browns","New York Jets","Pittsburgh Steelers",91.90
"Cleveland Browns","New York Jets","San Francisco 49ers",92.50
"Cleveland Browns","New York Jets","Seattle Seahawks",91.46
"Cleveland Browns","New York Jets","Tampa Bay Buccaneers",91.78
"Cleveland Browns","New York Jets","Tennessee Titans",92.03
"Cleveland Browns","New York Jets","Washington Commanders",91.99
"Cleveland Browns","Philadelphia Eagles","Pittsburgh Steelers",92.12
"Cleveland Browns","Philadelphia Eagles","San Francisco 49ers",92.77
"Cleveland Browns","Philadelphia Eagles","Seattle Seahawks",92.13
"Cleveland Browns","Philadelphia Eagles","Tampa Bay Buccaneers",92.39
"Cleveland Browns","Philadelphia Eagles","Tennessee Titans",92.48
"Cleveland Browns","Philadelphia Eagles","Washington Commanders",92.45
"Cleveland Browns","Pittsburgh Steelers","San Francisco 49ers",92.69
"Cleveland Browns","Pittsburgh Steelers","Seattle Seahawks",91.85
"Cleveland Browns","Pittsburgh Steelers","Tampa Bay Buccaneers",92.10
"Cleveland Browns","Pittsburgh Steelers","Tennessee Titans",92.33
"Cleveland Browns","Pittsburgh Steelers","Washington Commanders",92.17
"Cleveland Browns","San Francisco 49ers","Seattle Seahawks",92.39
"Cleveland Browns","San Francisco 49ers","Tampa Bay Buccaneers",92.55
"Cleveland Browns","San Francisco 49ers","Tennessee Titans",92.81
"Cleveland Browns","San Francisco 49ers","Washington Commanders",92.68
"Cleveland Browns","Seattle Seahawks","Tampa Bay Buccaneers",91.72
"Cleveland Browns","Seattle Seahawks","Tennessee Titans",92.10
"Cleveland Browns","Seattle Seahawks","Washington Commanders",91.97
"Cleveland Browns","Tampa Bay Buccaneers","Tennessee Titans",92.28
"Cleveland Browns","Tampa Bay Buccaneers","Washington Commanders",92.06
"Cleveland Browns","Tennessee Titans","Washington Commanders",92.32
"Dallas Cowboys","Denver Broncos","Detroit Lions",91.91
"Dallas Cowboys","Denver Broncos","Green Bay Packers",92.14
"Dallas Cowboys","Denver Broncos","Houston Texans",92.46
"Dallas Cowboys","Denver Broncos","Indianapolis Colts",92.33
"Dallas Cowboys","Denver Broncos","Jacksonville Jaguars",91.87
"Dallas Cowboys","Denver Broncos","Kansas City Chiefs",92.04
"Dallas Cowboys","Denver Broncos","Las Vegas Raiders",92.44
"Dallas Cowboys","Denver Broncos","Los Angeles Chargers",92.00
"Dallas Cowboys","Denver Broncos","Los Angeles Rams",92.40
"Dallas Cowboys","Denver Broncos","Miami Dolphins",92.30
"Dallas Cowboys","Denver Broncos","Minnesota Vikings",92.16
"Dallas Cowboys","Denver Broncos","New England Patriots",92.33
"Dallas Cowboys","Denver Broncos","New Orleans Saints",92.00
"Dallas Cowboys","Denver Broncos","New York Giants",92.20
"Dallas Cowboys","Denver Broncos","New York Jets",92.23
"Dallas Cowboys","Denver Broncos","Philadelphia Eagles",92.33
"Dallas Cowboys","Denver Broncos","Pittsburgh Steelers",92.22
"Dallas Cowboys","Denver Broncos","San Francisco 49ers",92.79
"Dallas Cowboys","Denver Broncos","Seattle Seahawks",92.17
"Dallas Cowboys","Denver Broncos","Tampa Bay Buccaneers",92.10
"Dallas Cowboys","Denver Broncos","Tennessee Titans",92.41
"Dallas Cowboys","Denver Broncos","Washington Commanders",92.35
"Dallas Cowboys","Detroit Lions","Green Bay Packers",92.21
"Dallas Cowboys","Detroit Lions","Houston Texans",92.58
"Dallas Cowboys","Detroit Lions","Indianapolis Colts",92.37
"Dallas Cowboys","Detroit Lions","Jacksonville Jaguars",91.94
"Dallas Cowboys","Detroit Lions","Kansas City Chiefs",92.04
"Dallas Cowboys","Detroit Lions","Las Vegas Raiders",92.52
"Dallas Cowboys","Detroit Lions","Los Angeles Chargers",91.87
"Dallas Cowboys","Detroit Lions","Los Angeles Rams",92.50
"Dallas Cowboys","Detroit Lions","Miami Dolphins",92.21
"Dallas Cowboys","Detroit Lions","Minnesota Vikings",92.08
"Dallas Cowboys","Detroit Lions","New England Patriots",92.33
"Dallas Cowboys","Detroit Lions","New Orleans Saints",92.17
"Dallas Cowboys","Detroit Lions","New York Giants",92.08
"Dallas Cowboys","Detroit Lions","New York Jets",92.14
"Dallas Cowboys","Detroit Lions","Philadelphia Eagles",92.48
"Dallas Cowboys","Detroit Lions","Pittsburgh Steelers",92.17
"Dallas Cowboys","Detroit Lions","San Francisco 49ers",92.59
"Dallas Cowboys","Detroit Lions","Seattle Seahawks",91.99
"Dallas Cowboys","Detroit Lions","Tampa Bay Buccaneers",92.07
"Dallas Cowboys","Detroit Lions","Tennessee Titans",92.31
"Dallas Cowboys","Detroit Lions","Washington Commanders",92.28
"Dallas Cowboys","Green Bay Packers","Houston Texans",92.27
"Dallas Cowboys","Green Bay Packers","Indianapolis Colts",92.34
"Dallas Cowboys","Green Bay Packers","Jacksonville Jaguars",91.88
"Dallas Cowboys","Green Bay Packers","Kansas City Chiefs",92.18
"Dallas Cowboys","Green Bay Packers","Las Vegas Raiders",92.34
"Dallas Cowboys","Green Bay Packers","Los Angeles Chargers",92.09
"Dallas Cowboys","Green Bay Packers","Los Angeles Rams",92.30
"Dallas Cowboys","Green Bay Packers","Miami Dolphins",92.36
"Dallas Cowboys","Green Bay Packers","Minnesota Vikings",92.10
"Dallas Cowboys","Green Bay Packers","New England Patriots",92.31
"Dallas Cowboys","Green Bay Packers","New Orleans Saints",91.99
"Dallas Cowboys","Green Bay Packers","New York Giants",92.23
"Dallas Cowboys","Green Bay Packers","New York Jets",92.31
"Dallas Cowboys","Green Bay Packers","Philadelphia Eagles",92.45
"Dallas Cowboys","Green Bay Packers","Pittsburgh Steelers",92.05
"Dallas Cowboys","Green Bay Packers","San Francisco 49ers",92.86
"Dallas Cowboys","Green Bay Packers","Seattle Seahawks",92.15
"Dallas Cowboys","Green Bay Packers","Tampa Bay Buccaneers",92.05
"Dallas Cowboys","Green Bay Packers","Tennessee Titans",92.51
"Dallas Cowboys","Green Bay Packers","Washington Commanders",92.37
"Dallas Cowboys","Houston Texans","Indianapolis Colts",92.66
"Dallas Cowboys","Houston Texans","Jacksonville Jaguars",92.34
"Dallas Cowboys","Houston Texans","Kansas City Chiefs",92.60
"Dallas Cowboys","Houston Texans","Las Vegas Raiders",92.58
"Dallas Cowboys","Houston Texans","Los Angeles Chargers",92.59
"Dallas Cowboys","Houston Texans","Los Angeles Rams",92.55
"Dallas Cowboys","Houston Texans","Miami Dolphins",92.49
"Dallas Cowboys","Houston Texans","Minnesota Vikings",92.44
"Dallas Cowboys","Houston Texans","New England Patriots",92.52
"Dallas Cowboys","Houston Texans","New Orleans Saints",92.32
"Dallas Cowboys","Houston Texans","New York Giants",92.53
"Dallas Cowboys","Houston Texans","New York Jets",92.54
"Dallas Cowboys","Houston Texans","Philadelphia Eagles",92.59
"Dallas Cowboys","Houston Texans","Pittsburgh Steelers",92.62
"Dallas Cowboys","Houston Texans","San Francisco 49ers",93.05
"Dallas Cowboys","Houston Texans","Seattle Seahawks",92.43
"Dallas Cowboys","Houston Texans","Tampa Bay Buccaneers",92.53
"Dallas Cowboys","Houston Texans","Tennessee Titans",92.83
"Dallas Cowboys","Houston Texans","Washington Commanders",92.71
"Dallas Cowboys","Indianapolis Colts","Jacksonville Jaguars",92.23
"Dallas Cowboys","Indianapolis Colts","Kansas City Chiefs",92.38
"Dallas Cowboys","Indianapolis Colts","Las Vegas Raiders",92.72
"Dallas Cowboys","Indianapolis Colts","Los Angeles Chargers",92.30
"Dallas Cowboys","Indianapolis Colts","Los Angeles Rams",92.61
"Dallas Cowboys","Indianapolis Colts","Miami Dolphins",92.47
"Dallas Cowboys","Indianapolis Colts","Minnesota Vikings",92.30
"Dallas Cowboys","Indianapolis Colts","New England Patriots",92.33
"Dallas Cowboys","Indianapolis Colts","New Orleans Saints",92.30
"Dallas Cowboys","Indianapolis Colts","New York Giants",92.31
"Dallas Cowboys","Indianapolis Colts","New York Jets",92.34
"Dallas Cowboys","Indianapolis Colts","Philadelphia Eagles",92.54
"Dallas Cowboys","Indianapolis Colts","Pittsburgh Steelers",92.25
"Dallas Cowboys","Indianapolis Colts","San Francisco 49ers",92.81
"Dallas Cowboys","Indianapolis Colts","Seattle Seahawks",92.37
"Dallas Cowboys","Indianapolis Colts","Tampa Bay Buccaneers",92.45
"Dallas Cowboys","Indianapolis Colts","Tennessee Titans",92.61
"Dallas Cowboys","Indianapolis Colts","Washington Commanders",92.51
"Dallas Cowboys","Jacksonville Jaguars","Kansas City Chiefs",92.00
"Dallas Cowboys","Jacksonville Jaguars","Las Vegas Raiders",92.36
"Dallas Cowboys","Jacksonville Jaguars","Los Angeles Chargers",91.82
"Dallas Cowboys","Jacksonville Jaguars","Los Angeles Rams",92.16
"Dallas Cowboys","Jacksonville Jaguars","Miami Dolphins",92.05
"Dallas Cowboys","Jacksonville Jaguars","Minnesota Vikings",91.89
"Dallas Cowboys","Jacksonville Jaguars","New England Patriots",92.21
"Dallas Cowboys","Jacksonville Jaguars","New Orleans Saints",91.99
"Dallas Cowboys","Jacksonville Jaguars","New York Giants",92.07
"Dallas Cowboys","Jacksonville Jaguars","New York Jets",92.15
"Dallas Cowboys","Jacksonville Jaguars","Philadelphia Eagles",92.40
"Dallas Cowboys","Jacksonville Jaguars","Pittsburgh Steelers",91.95
"Dallas Cowboys","Jacksonville Jaguars","San Francisco 49ers",92.75
"Dallas Cowboys","Jacksonville Jaguars","Seattle Seahawks",92.05
"Dallas Cowboys","Jacksonville Jaguars","Tampa Bay Buccaneers",91.92
"Dallas Cowboys","Jacksonville Jaguars","Tennessee Titans",92.27
"Dallas Cowboys","Jacksonville Jaguars","Washington Commanders",92.26
"Dallas Cowboys","Kansas City Chiefs","Las Vegas Raiders",92.50
"Dallas Cowboys","Kansas City Chiefs","Los Angeles Chargers",92.05
"Dallas Cowboys","Kansas City Chiefs","Los Angeles Rams",92.49
"Dallas Cowboys","Kansas City Chiefs","Miami Dolphins",92.18
"Dallas Cowboys","Kansas City Chiefs","Minnesota Vikings",92.07
"Dallas Cowboys","Kansas City Chiefs","New England Patriots",92.21
"Dallas Cowboys","Kansas City Chiefs","New Orleans Saints",92.10
"Dallas Cowboys","Kansas City Chiefs","New York Giants",92.28
"Dallas Cowboys","Kansas City Chiefs","New York Jets",92.34
"Dallas Cowboys","Kansas City Chiefs","Philadelphia Eagles",92.55
"Dallas Cowboys","Kansas City Chiefs","Pittsburgh Steelers",92.10
"Dallas Cowboys","Kansas City Chiefs","San Francisco 49ers",92.74
"Dallas Cowboys","Kansas City Chiefs","Seattle Seahawks",92.22
"Dallas Cowboys","Kansas City Chiefs","Tampa Bay Buccaneers",92.22
"Dallas Cowboys","Kansas City Chiefs","Tennessee Titans",92.54
"Dallas Cowboys","Kansas City Chiefs","Washington Commanders",92.43
"Dallas Cowboys","Las Vegas Raiders","Los Angeles Chargers",92.40
"Dallas Cowboys","Las Vegas Raiders","Los Angeles Rams",92.68
"Dallas Cowboys","Las Vegas Raiders","Miami Dolphins",92.49
"Dallas Cowboys","Las Vegas Raiders","Minnesota Vikings",92.30
"Dallas Cowboys","Las Vegas Raiders","New England Patriots",92.49
"Dallas Cowboys","Las Vegas Raiders","New Orleans Saints",92.42
"Dallas Cowboys","Las Vegas Raiders","New York Giants",92.50
"Dallas Cowboys","Las Vegas Raiders","New York Jets",92.66
"Dallas Cowboys","Las Vegas Raiders","Philadelphia Eagles",92.69
"Dallas Cowboys","Las Vegas Raiders","Pittsburgh Steelers",92.62
"Dallas Cowboys","Las Vegas Raiders","San Francisco 49ers",92.96
"Dallas Cowboys","Las Vegas Raiders","Seattle Seahawks",92.39
"Dallas Cowboys","Las Vegas Raiders","Tampa Bay Buccaneers",92.33
"Dallas Cowboys","Las Vegas Raiders","Tennessee Titans",92.59
"Dallas Cowboys","Las Vegas Raiders","Washington Commanders",92.60
"Dallas Cowboys","Los Angeles Chargers","Los Angeles Rams",92.31
"Dallas Cowboys","Los Angeles Chargers","Miami Dolphins",92.13
"Dallas Cowboys","Los Angeles Chargers","Minnesota Vikings",91.96
"Dallas Cowboys","Los Angeles Chargers","New England Patriots",92.29
"Dallas Cowboys","Los Angeles Chargers","New Orleans Saints",92.20
"Dallas Cowboys","Los Angeles Chargers","New York Giants",91.97
"Dallas Cowboys","Los Angeles Chargers","New York Jets",92.05
"Dallas Cowboys","Los Angeles Chargers","Philadelphia Eagles",92.37
"Dallas Cowboys","Los Angeles Chargers","Pittsburgh Steelers",91.93
"Dallas Cowboys","Los Angeles Chargers","San Francisco 49ers",92.65
"Dallas Cowboys","Los Angeles Chargers","Seattle Seahawks",92.06
"Dallas Cowboys","Los Angeles Chargers","Tampa Bay Buccaneers",91.90
"Dallas Cowboys","Los Angeles Chargers","Tennessee Titans",92.14
"Dallas Cowboys","Los Angeles Chargers","Washington Commanders",92.30
"Dallas Cowboys","Los Angeles Rams","Miami Dolphins",92.51
"Dallas Cowboys","Los Angeles Rams","Minnesota Vikings",92.26
"Dallas Cowboys","Los Angeles Rams","New England Patriots",92.59
"Dallas Cowboys","Los Angeles Rams","New Orleans Saints",92.37
"Dallas Cowboys","Los Angeles Rams","New York Giants",92.29
"Dallas Cowboys","Los Angeles Rams","New York Jets",92.37
"Dallas Cowboys","Los Angeles Rams","Philadelphia Eagles",92.56
"Dallas Cowboys","Los Angeles Rams","Pittsburgh Steelers",92.38
"Dallas Cowboys","Los Angeles Rams","San Francisco 49ers",93.08
"Dallas Cowboys","Los Angeles Rams","Seattle Seahawks",92.50
"Dallas Cowboys","Los Angeles Rams","Tampa Bay Buccaneers",92.42
"Dallas Cowboys","Los Angeles Rams","Tennessee Titans",92.64
"Dallas Cowboys","Los Angeles Rams","Washington Commanders",92.78
"Dallas Cowboys","Miami Dolphins","Minnesota Vikings",92.16
"Dallas Cowboys","Miami Dolphins","New England Patriots",92.29
"Dallas Cowboys","Miami Dolphins","New Orleans Saints",92.25
"Dallas Cowboys","Miami Dolphins","New York Giants",92.30
"Dallas Cowboys","Miami Dolphins","New York Jets",92.34
"Dallas Cowboys","Miami Dolphins","Philadelphia Eagles",92.58
"Dallas Cowboys","Miami Dolphins","Pittsburgh Steelers",92.31
"Dallas Cowboys","Miami Dolphins","San Francisco 49ers",92.72
"Dallas Cowboys","Miami Dolphins","Seattle Seahawks",92.12
"Dallas Cowboys","Miami Dolphins","Tampa Bay Buccaneers",92.24
"Dallas Cowboys","Miami Dolphins","Tennessee Titans",92.60
"Dallas Cowboys","Miami Dolphins","Washington Commanders",92.41
"Dallas Cowboys","Minnesota Vikings","New England Patriots",92.08
"Dallas Cowboys","Minnesota Vikings","New Orleans Saints",92.15
"Dallas Cowboys","Minnesota Vikings","New York Giants",92.03
"Dallas Cowboys","Minnesota Vikings","New York Jets",92.16
"Dallas Cowboys","Minnesota Vikings","Philadelphia Eagles",92.40
"Dallas Cowboys","Minnesota Vikings","Pittsburgh Steelers",92.05
"Dallas Cowboys","Minnesota Vikings","San Francisco 49ers",92.66
"Dallas Cowboys","Minnesota Vikings","Seattle Seahawks",92.10
"Dallas Cowboys","Minnesota Vikings","Tampa Bay Buccaneers",92.07
"Dallas Cowboys","Minnesota Vikings","Tennessee Titans",92.20
"Dallas Cowboys","Minnesota Vikings","Washington Commanders",92.33
"Dallas Cowboys","New England Patriots","New Orleans Saints",92.13
"Dallas Cowboys","New England Patriots","New York Giants",92.39
"Dallas Cowboys","New England Patriots","New York Jets",92.42
"Dallas Cowboys","New England Patriots","Philadelphia Eagles",92.62
"Dallas Cowboys","New England Patriots","Pittsburgh Steelers",92.28
"Dallas Cowboys","New England Patriots","San Francisco 49ers",92.58
"Dallas Cowboys","New England Patriots","Seattle Seahawks",92.23
"Dallas Cowboys","New England Patriots","Tampa Bay Buccaneers",92.24
"Dallas Cowboys","New England Patriots","Tennessee Titans",92.60
"Dallas Cowboys","New England Patriots","Washington Commanders",92.43
"Dallas Cowboys","New Orleans Saints","New York Giants",92.28
"Dallas Cowboys","New Orleans Saints","New York Jets",92.27
"Dallas Cowboys","New Orleans Saints","Philadelphia Eagles",92.43
"Dallas Cowboys","New Orleans Saints","Pittsburgh Steelers",92.24
"Dallas Cowboys","New Orleans Saints","San Francisco 49ers",92.80
"Dallas Cowboys","New Orleans Saints","Seattle Seahawks",92.10
"Dallas Cowboys","New Orleans Saints","Tampa Bay Buccaneers",92.10
"Dallas Cowboys","New Orleans Saints","Tennessee Titans",92.59
"Dallas Cowboys","New Orleans Saints","Washington Commanders",92.26
"Dallas Cowboys","New York Giants","New York Jets",92.05
"Dallas Cowboys","New York Giants","Philadelphia Eagles",92.36
"Dallas Cowboys","New York Giants","Pittsburgh Steelers",92.16
"Dallas Cowboys","New York Giants","San Francisco 49ers",92.70
"Dallas Cowboys","New York Giants","Seattle Seahawks",92.17
"Dallas Cowboys","New York Giants","Tampa Bay Buccaneers",92.12
"Dallas Cowboys","New York Giants","Tennessee Titans",92.22
"Dallas Cowboys","New York Giants","Washington Commanders",92.35
"Dallas Cowboys","New York Jets","Philadelphia Eagles",92.37
"Dallas Cowboys","New York Jets","Pittsburgh Steelers",92.12
"Dallas Cowboys","New York Jets","San Francisco 49ers",92.80
"Dallas Cowboys","New York Jets","Seattle Seahawks",92.17
"Dallas Cowboys","New York Jets","Tampa Bay Buccaneers",92.30
"Dallas Cowboys","New York Jets","Tennessee Titans",92.28
"Dallas Cowboys","New York Jets","Washington Commanders",92.52
"Dallas Cowboys","Philadelphia Eagles","Pittsburgh Steelers",92.40
"Dallas Cowboys","Philadelphia Eagles","San Francisco 49ers",92.91
"Dallas Cowboys","Philadelphia Eagles","Seattle Seahawks",92.49
"Dallas Cowboys","Philadelphia Eagles","Tampa Bay Buccaneers",92.49
"Dallas Cowboys","Philadelphia Eagles","Tennessee Titans",92.58
"Dallas Cowboys","Philadelphia Eagles","Washington Commanders",92.70
"Dallas Cowboys","Pittsburgh Steelers","San Francisco 49ers",92.74
"Dallas Cowboys","Pittsburgh Steelers","Seattle Seahawks",92.32
"Dallas Cowboys","Pittsburgh Steelers","Tampa Bay Buccaneers",92.25
"Dallas Cowboys","Pittsburgh Steelers","Tennessee Titans",92.37
"Dallas Cowboys","Pittsburgh Steelers","Washington Commanders",92.52
"Dallas Cowboys","San Francisco 49ers","Seattle Seahawks",92.65
"Dallas Cowboys","San Francisco 49ers","Tampa Bay Buccaneers",92.71
